c_d_dep,departamento,c_d_mun,municipio,grupo_cultivo,subgrupo_de_cultivo,cultivo,desagregaci_n_regional_y,anio,periodo,area_sembrada_ha,area_cosechada_ha,produccion_ton,rendimiento_ton_ha,estado_fisico,nombre_cientifico,ciclo_cultivo,fuente_socrata,codigo_dane
5,ANTIOQUIA,5038,ANGOSTURA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,812,684,1179,1.72,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05038
5,ANTIOQUIA,5040,ANORI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,214,194,217,1.12,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05040
5,ANTIOQUIA,5040,ANORI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,234,234,262,1.12,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05040
5,ANTIOQUIA,5040,ANORI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,244,234,262,1.12,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05040
5,ANTIOQUIA,5040,ANORI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,294,234,257,1.1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05040
5,ANTIOQUIA,5040,ANORI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,359,244,268,1.1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05040
5,ANTIOQUIA,5040,ANORI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,350,300,330,1.1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05040
5,ANTIOQUIA,5040,ANORI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,313,251,173,0.69,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05040
5,ANTIOQUIA,5040,ANORI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,294,236,176,0.74,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05040
5,ANTIOQUIA,5040,ANORI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,286,253,267,1.05,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05040
5,ANTIOQUIA,5040,ANORI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,286,249,271,1.09,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05040
5,ANTIOQUIA,5040,ANORI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,281,235,238,1.01,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05040
5,ANTIOQUIA,5040,ANORI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,294,228,236,1.03,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05040
5,ANTIOQUIA,5042,SANTAFE DE ANTIOQUIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,1524,1407,1896,1.35,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05042
5,ANTIOQUIA,5042,SANTAFE DE ANTIOQUIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,1564,1407,1850,1.31,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05042
5,ANTIOQUIA,5042,SANTAFE DE ANTIOQUIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,1810,1590,1600,1.01,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05042
5,ANTIOQUIA,5042,SANTAFE DE ANTIOQUIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,1810,1810,2625,1.45,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05042
5,ANTIOQUIA,5042,SANTAFE DE ANTIOQUIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,1800,1600,1700,1.06,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05042
5,ANTIOQUIA,5042,SANTAFE DE ANTIOQUIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,2155,1389,1042,0.75,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05042
5,ANTIOQUIA,5042,SANTAFE DE ANTIOQUIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,2277,1765,1657,0.94,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05042
5,ANTIOQUIA,5042,SANTAFE DE ANTIOQUIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,2317,2045,2075,1.01,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05042
5,ANTIOQUIA,5042,SANTAFE DE ANTIOQUIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,2232,2042,2060,1.01,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05042
5,ANTIOQUIA,5042,SANTAFE DE ANTIOQUIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,2173,1949,2034,1.04,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05042
5,ANTIOQUIA,5042,SANTAFE DE ANTIOQUIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,2108,1825,2461,1.35,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05042
5,ANTIOQUIA,5042,SANTAFE DE ANTIOQUIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,2172,1863,2569,1.38,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05042
5,ANTIOQUIA,5044,ANZA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,1200,1140,1311,1.15,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05044
5,ANTIOQUIA,5044,ANZA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,1436,1100,1012,0.92,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05044
5,ANTIOQUIA,5044,ANZA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,1436,1236,507,0.41,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05044
5,ANTIOQUIA,5044,ANZA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,1530,956,430,0.45,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05044
5,ANTIOQUIA,5044,ANZA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,1540,904,407,0.45,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05044
5,ANTIOQUIA,5044,ANZA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,1706,1263,1516,1.2,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05044
5,ANTIOQUIA,5044,ANZA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,1932,1627,1120,0.69,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05044
5,ANTIOQUIA,5044,ANZA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,1787,1472,1096,0.74,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05044
5,ANTIOQUIA,5044,ANZA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,1825,1614,1722,1.07,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05044
5,ANTIOQUIA,5044,ANZA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,1862,1614,1781,1.1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05044
5,ANTIOQUIA,5044,ANZA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,1882,1594,2418,1.52,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05044
5,ANTIOQUIA,5044,ANZA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,1923,1645,2553,1.55,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05044
5,ANTIOQUIA,5055,ARGELIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,1800,1800,1800,1.0,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05055
5,ANTIOQUIA,5055,ARGELIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,2003,1793,1076,0.6,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05055
5,ANTIOQUIA,5055,ARGELIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,2115,1843,1382,0.75,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05055
5,ANTIOQUIA,5055,ARGELIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,2100,1768,990,0.56,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05055
5,ANTIOQUIA,5055,ARGELIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,2050,1600,900,0.56,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05055
5,ANTIOQUIA,5055,ARGELIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,2060,2060,1545,0.75,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05055
5,ANTIOQUIA,5055,ARGELIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,1494,1270,900,0.71,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05055
5,ANTIOQUIA,5055,ARGELIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,1341,1159,889,0.77,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05055
5,ANTIOQUIA,5055,ARGELIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,1271,1112,1178,1.06,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05055
5,ANTIOQUIA,5055,ARGELIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,1282,1100,1205,1.1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05055
5,ANTIOQUIA,5055,ARGELIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,1288,1080,1969,1.82,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05055
5,ANTIOQUIA,5055,ARGELIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,1271,1088,2028,1.87,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05055
5,ANTIOQUIA,5059,ARMENIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,788,769,865,1.13,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05059
5,ANTIOQUIA,5059,ARMENIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,788,788,886,1.13,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05059
5,ANTIOQUIA,5059,ARMENIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,788,788,886,1.13,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05059
5,ANTIOQUIA,5059,ARMENIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,788,788,886,1.13,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05059
5,ANTIOQUIA,5059,ARMENIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,800,650,620,0.95,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05059
5,ANTIOQUIA,5059,ARMENIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,830,681,511,0.75,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05059
5,ANTIOQUIA,5059,ARMENIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,718,600,451,0.75,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05059
5,ANTIOQUIA,5059,ARMENIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,715,618,502,0.81,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05059
5,ANTIOQUIA,5059,ARMENIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,687,582,633,1.09,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05059
5,ANTIOQUIA,5059,ARMENIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,645,536,603,1.12,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05059
5,ANTIOQUIA,5059,ARMENIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,588,502,634,1.26,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05059
5,ANTIOQUIA,5059,ARMENIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,586,494,639,1.29,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05059
5,ANTIOQUIA,5079,BARBOSA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,1131,711,924,1.3,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05079
5,ANTIOQUIA,5079,BARBOSA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,1443,1287,1294,1.0,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05079
5,ANTIOQUIA,5079,BARBOSA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,1455,1403,1263,0.9,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05079
5,ANTIOQUIA,5079,BARBOSA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,1506,1367,1367,1.0,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05079
5,ANTIOQUIA,5079,BARBOSA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,1464,1310,1620,1.24,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05079
5,ANTIOQUIA,5079,BARBOSA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,1382,1271,1271,1.0,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05079
5,ANTIOQUIA,5079,BARBOSA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,1364,1158,724,0.63,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05079
5,ANTIOQUIA,5079,BARBOSA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,1237,1122,759,0.68,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05079
5,ANTIOQUIA,5079,BARBOSA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,1167,1092,1070,0.98,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05079
5,ANTIOQUIA,5079,BARBOSA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,1119,1027,1041,1.01,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05079
5,ANTIOQUIA,5079,BARBOSA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,1058,951,1735,1.82,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05079
5,ANTIOQUIA,5079,BARBOSA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,1062,963,1796,1.87,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05079
5,ANTIOQUIA,5088,BELLO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,208,202,182,0.9,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05088
5,ANTIOQUIA,5088,BELLO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,208,208,187,0.9,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05088
5,ANTIOQUIA,5088,BELLO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,211,208,187,0.9,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05088
5,ANTIOQUIA,5088,BELLO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,211,208,187,0.9,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05088
5,ANTIOQUIA,5088,BELLO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,211,208,187,0.9,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05088
5,ANTIOQUIA,5088,BELLO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,214,214,193,0.9,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05088
5,ANTIOQUIA,5088,BELLO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,161,130,81,0.63,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05088
5,ANTIOQUIA,5088,BELLO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,156,133,90,0.68,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05088
5,ANTIOQUIA,5088,BELLO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,155,133,147,1.11,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05088
5,ANTIOQUIA,5088,BELLO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,152,127,146,1.14,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05088
5,ANTIOQUIA,5088,BELLO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,151,135,114,0.84,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05088
5,ANTIOQUIA,5088,BELLO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,143,125,108,0.86,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05088
5,ANTIOQUIA,5091,BETANIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,5439,5439,5482,1.01,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05091
5,ANTIOQUIA,5091,BETANIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,6700,6290,5347,0.85,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05091
5,ANTIOQUIA,5091,BETANIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,6750,6550,6188,0.94,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05091
5,ANTIOQUIA,5091,BETANIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,6796,6346,7933,1.25,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05091
5,ANTIOQUIA,5091,BETANIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,6796,6396,7995,1.25,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05091
5,ANTIOQUIA,5091,BETANIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,6796,6396,4797,0.75,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05091
5,ANTIOQUIA,5091,BETANIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,7240,5641,6353,1.13,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05091
5,ANTIOQUIA,5091,BETANIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,6541,4978,6062,1.22,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05091
5,ANTIOQUIA,5091,BETANIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,6465,5053,6188,1.22,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05091
5,ANTIOQUIA,5091,BETANIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,6454,4946,6263,1.27,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05091
5,ANTIOQUIA,5091,BETANIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,6346,4652,7056,1.52,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05091
5,ANTIOQUIA,5091,BETANIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,6445,4749,7368,1.55,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05091
5,ANTIOQUIA,5093,BETULIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,4845,4532,4826,1.06,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05093
5,ANTIOQUIA,5093,BETULIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,5156,4771,4823,1.01,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05093
5,ANTIOQUIA,5093,BETULIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,5470,4396,4275,0.97,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05093
5,ANTIOQUIA,5093,BETULIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,5610,4636,4636,1.0,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05093
5,ANTIOQUIA,5093,BETULIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,5760,5172,10344,2.0,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05093
5,ANTIOQUIA,5093,BETULIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,5855,5287,3965,0.75,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05093
5,ANTIOQUIA,5093,BETULIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,6509,5168,7114,1.38,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05093
5,ANTIOQUIA,5093,BETULIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,6521,5527,8226,1.49,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05093
5,ANTIOQUIA,5093,BETULIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,6552,5535,6178,1.12,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05093
5,ANTIOQUIA,5093,BETULIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,6570,5441,6281,1.15,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05093
5,ANTIOQUIA,5093,BETULIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,6509,5075,7698,1.52,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05093
5,ANTIOQUIA,5093,BETULIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,5734,4230,6562,1.55,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05093
5,ANTIOQUIA,5101,CIUDAD BOLIVAR,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,9680,8510,9935,1.17,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05101
5,ANTIOQUIA,5101,CIUDAD BOLIVAR,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,9880,7100,7721,1.09,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05101
5,ANTIOQUIA,5101,CIUDAD BOLIVAR,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,9942,6830,7172,1.05,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05101
5,ANTIOQUIA,5101,CIUDAD BOLIVAR,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,10142,7040,10560,1.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05101
5,ANTIOQUIA,5101,CIUDAD BOLIVAR,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,10528,7214,8657,1.2,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05101
5,ANTIOQUIA,5101,CIUDAD BOLIVAR,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,10990,7924,5943,0.75,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05101
5,ANTIOQUIA,5101,CIUDAD BOLIVAR,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,11253,8950,10080,1.13,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05101
5,ANTIOQUIA,5101,CIUDAD BOLIVAR,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,10514,8455,10296,1.22,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05101
5,ANTIOQUIA,5101,CIUDAD BOLIVAR,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,10245,8370,9826,1.17,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,05101
